year,st,stateno,state,banfaninc,healthspendpc,govparty_a,sen_cont_alt,hs_cont_alt,hou_chamber,sen_chamber
1963,OR,37,Oregon,0,,0,1,1,,
1963,PA,38,Pennsylvania,0,,0,0,0,,
1963,RI,39,Rhode Island,0,,0,1,1,,
1963,SC,40,South Carolina,0,,1,1,1,,
1963,SD,41,South Dakota,0,,0,0,0,,
1963,TN,42,Tennessee,0,,1,1,1,,
1963,TX,43,Texas,0,,1,1,1,,
1963,UT,44,Utah,0,,0,0,0,,
1963,VT,45,Vermont,0,,1,0,0,,
1963,VA,46,Virginia,0,,1,1,1,,
1963,WA,47,Washington,0,,1,1,1,,
1963,WV,48,West Virginia,0,,1,1,1,,
1963,WI,49,Wisconsin,0,,1,0,0,,
1963,WY,50,Wyoming,0,,0,0,0,,
1964,AL,1,Alabama,0,,1,1,1,,
1964,AK,2,Alaska,0,,1,1,0,,
1964,AZ,3,Arizona,0,,0,1,1,,
1964,AR,4,Arkansas,0,,1,1,1,,
1964,CA,5,California,0,,1,1,1,,
1964,CO,6,Colorado,0,,0,0,0,,
1964,CT,7,Connecticut,0,,1,1,0,,
1964,DE,8,Delaware,0,,1,1,1,,
1964,DC,8.5,District of Columbia,,,,,,,
1964,FL,9,Florida,0,,1,1,1,,
1964,GA,10,Georgia,0,,1,1,1,,
1964,HI,11,Hawaii,0,,1,1,1,,
1964,ID,12,Idaho,0,,0,0,0,,
1964,IL,13,Illinois,0,,1,0,0,,
1964,IN,14,Indiana,0,,1,0,0,,
1964,IA,15,Iowa,0,,1,0,0,,
1964,KS,16,Kansas,0,,0,0,0,,
1964,KY,17,Kentucky,0,,1,1,1,,
1964,LA,18,Louisiana,0,,1,1,1,,
1964,ME,19,Maine,0,,0,0,0,,
1964,MD,20,Maryland,0,,1,1,1,,
1964,MA,21,Massachusetts,0,,1,1,1,,
1964,MI,22,Michigan,0,,0,0,0,,
1964,MN,23,Minnesota,0,,1,0,0,,
1964,MS,24,Mississippi,0,,1,1,1,,
1964,MO,25,Missouri,0,,1,1,1,,
1964,MT,26,Montana,0,,0,1,0,,
1964,NE,27,Nebraska,0,,1,,,,
1964,NV,28,Nevada,0,,1,0,1,,
1964,NH,29,New Hampshire,0,,1,0,0,,
1964,NJ,30,New Jersey,0,,1,0,0,,
1964,NM,31,New Mexico,0,,1,1,1,,
1964,NY,32,New York,0,,0,0,0,,
1964,NC,33,North Carolina,0,,1,1,1,,
1964,ND,34,North Dakota,0,,1,0,0,,
1964,OH,35,Ohio,0,,0,0,0,,
1964,OK,36,Oklahoma,0,,0,1,1,,
1964,OR,37,Oregon,0,,0,1,1,,
1964,PA,38,Pennsylvania,0,,0,0,0,,
1964,RI,39,Rhode Island,0,,0,1,1,,
1964,SC,40,South Carolina,0,,1,1,1,,
1964,SD,41,South Dakota,0,,0,0,0,,
1964,TN,42,Tennessee,0,,1,1,1,,
1964,TX,43,Texas,0,,1,1,1,,
1964,UT,44,Utah,0,,0,0,0,,
1964,VT,45,Vermont,0,,1,0,0,,
1964,VA,46,Virginia,0,,1,1,1,,
1964,WA,47,Washington,0,,1,1,1,,
1964,WV,48,West Virginia,0,,1,1,1,,
1964,WI,49,Wisconsin,0,,1,0,0,,
1964,WY,50,Wyoming,0,,0,0,0,,
1965,AL,1,Alabama,0,,1,1,1,,
1965,AK,2,Alaska,0,,1,1,1,,
1965,AZ,3,Arizona,0,,1,1,1,,
1965,AR,4,Arkansas,0,,1,1,1,,
1965,CA,5,California,0,,1,1,1,,
1965,CO,6,Colorado,0,,0,0,1,,
1965,CT,7,Connecticut,0,,1,1,0,,
1965,DE,8,Delaware,0,,1,1,1,,
1965,DC,8.5,District of Columbia,,,,,,,
1965,FL,9,Florida,0,,1,1,1,,
1965,GA,10,Georgia,0,,1,1,1,,
1965,HI,11,Hawaii,0,,1,1,1,,
1965,ID,12,Idaho,0,,0,0,0,,
1965,IL,13,Illinois,0,,1,0,1,,
1965,IN,14,Indiana,0,,1,1,1,,
1965,IA,15,Iowa,0,,1,1,1,,
1965,KS,16,Kansas,0,,0,0,0,,
1965,KY,17,Kentucky,0,,1,1,1,,
1965,LA,18,Louisiana,0,,1,1,1,,
1965,ME,19,Maine,0,,0,1,1,,
1965,MD,20,Maryland,0,,1,1,1,,
1965,MA,21,Massachusetts,0,,0,1,1,,
1965,MI,22,Michigan,0,,0,1,1,,
1965,MN,23,Minnesota,0,,1,0,0,,
1965,MS,24,Mississippi,0,,1,1,1,,
1965,MO,25,Missouri,0,,1,1,1,,
1965,MT,26,Montana,0,,0,1,1,,
1965,NE,27,Nebraska,0,,1,,,,
1965,NV,28,Nevada,0,,1,1,1,,
1965,NH,29,New Hampshire,0,,1,0,0,,
1965,NJ,30,New Jersey,0,,1,0,0,,
1965,NM,31,New Mexico,0,,1,1,1,,
1965,NY,32,New York,0,,0,1,1,,
1965,NC,33,North Carolina,0,,1,1,1,,
1965,ND,34,North Dakota,0,,1,0,1,,
1965,OH,35,Ohio,0,,0,0,0,,
1965,OK,36,Oklahoma,0,,0,1,1,,
1965,OR,37,Oregon,0,,0,1,0,,
1965,PA,38,Pennsylvania,0,,0,0,1,,
1965,RI,39,Rhode Island,0,,0,1,1,,
1965,SC,40,South Carolina,0,,1,1,1,,
1965,SD,41,South Dakota,0,,0,0,0,,
1965,TN,42,Tennessee,0,,1,1,1,,
1965,TX,43,Texas,0,,1,1,1,,
1965,UT,44,Utah,0,,1,1,1,,
1965,VT,45,Vermont,0,,1,0,0,,
1965,VA,46,Virginia,0,,1,1,1,,
1965,WA,47,Washington,0,,0,1,1,,
1965,WV,48,West Virginia,0,,1,1,1,,
1965,WI,49,Wisconsin,0,,0,0,1,,
1965,WY,50,Wyoming,0,,0,0,1,,
1966,AL,1,Alabama,0,,1,1,1,,
1966,AK,2,Alaska,0,,1,1,1,,
1966,AZ,3,Arizona,0,,1,1,1,,
1966,AR,4,Arkansas,0,,1,1,1,,
1966,CA,5,California,0,,1,1,1,,
1966,CO,6,Colorado,0,,0,0,1,,
1966,CT,7,Connecticut,0,,1,1,0,,
1966,DE,8,Delaware,0,,1,1,1,,
1966,DC,8.5,District of Columbia,,,,,,,
1966,FL,9,Florida,0,,1,1,1,,
1966,GA,10,Georgia,0,,1,1,1,,
1966,HI,11,Hawaii,0,,1,1,1,,
1966,ID,12,Idaho,0,,0,0,0,,
1966,IL,13,Illinois,0,,1,0,1,,
1966,IN,14,Indiana,0,,1,1,1,,
1966,IA,15,Iowa,0,,1,1,1,,
1966,KS,16,Kansas,0,,0,0,0,,
1966,KY,17,Kentucky,0,,1,1,1,,
1966,LA,18,Louisiana,0,,1,1,1,,
1966,ME,19,Maine,0,,0,1,1,,
1966,MD,20,Maryland,0,,1,1,1,,
1966,MA,21,Massachusetts,0,,0,1,1,,
1966,MI,22,Michigan,0,,0,1,1,,
1966,MN,23,Minnesota,0,,1,0,0,,
1966,MS,24,Mississippi,0,,1,1,1,,
1966,MO,25,Missouri,0,,1,1,1,,
1966,MT,26,Montana,0,,0,1,1,,
1966,NE,27,Nebraska,0,,1,,,,
1966,NV,28,Nevada,0,,1,1,1,,
1966,NH,29,New Hampshire,0,,1,0,0,,
1966,NJ,30,New Jersey,0,,1,1,1,,
1966,NM,31,New Mexico,0,,1,1,1,,
1966,NY,32,New York,0,,0,0,1,,
1966,NC,33,North Carolina,0,,1,1,1,,
1966,ND,34,North Dakota,0,,1,0,1,,
1966,OH,35,Ohio,0,,0,0,0,,
1966,OK,36,Oklahoma,0,,0,1,1,,
1966,OR,37,Oregon,0,,0,1,0,,
1966,PA,38,Pennsylvania,0,,0,0,1,,
1966,RI,39,Rhode Island,0,,0,1,1,,
1966,SC,40,South Carolina,0,,1,1,1,,
1966,SD,41,South Dakota,0,,0,0,0,,
1966,TN,42,Tennessee,0,,1,1,1,,
1966,TX,43,Texas,0,,1,1,1,,
1966,UT,44,Utah,0,,1,1,1,,
1966,VT,45,Vermont,0,,1,0,0,,
1966,VA,46,Virginia,0,,1,1,1,,
1966,WA,47,Washington,0,,0,1,1,,
1966,WV,48,West Virginia,0,,1,1,1,,
1966,WI,49,Wisconsin,0,,0,0,1,,
1966,WY,50,Wyoming,0,,0,0,1,,
1967,AL,1,Alabama,0,,1,1,1,,
1967,AK,2,Alaska,0,,0,0,0,,
1967,AZ,3,Arizona,0,,0,0,0,,
1967,AR,4,Arkansas,0,,0,1,1,,
1967,CA,5,California,0,,0,0.5,1,,
1967,CO,6,Colorado,0,,0,0,0,,
1967,CT,7,Connecticut,0,,1,1,1,,
1967,DE,8,Delaware,0,,1,1,0,,
1967,DC,8.5,District of Columbia,,,,,,,
1967,FL,9,Florida,0,,0,1,1,,
1967,GA,10,Georgia,0,,1,1,1,,
1967,HI,11,Hawaii,0,,1,1,1,,
1967,ID,12,Idaho,0,,0,0,0,,
1967,IL,13,Illinois,0,,1,0,0,,
1967,IN,14,Indiana,0,,1,1,0,,
1967,IA,15,Iowa,0,,1,1,0,,
1967,KS,16,Kansas,0,,1,0,0,,
1967,KY,17,Kentucky,0,,1,1,1,,
1967,LA,18,Louisiana,0,,1,1,1,,
1967,ME,19,Maine,0,,1,0,0,,
1967,MD,20,Maryland,0,,0,1,1,,
1967,MA,21,Massachusetts,0,,0,1,1,,
1967,MI,22,Michigan,0,,0,0,0,,
1967,MN,23,Minnesota,0,,0,0,0,,
1967,MS,24,Mississippi,0,,1,1,1,,
1967,MO,25,Missouri,0,,1,1,1,,
1967,MT,26,Montana,0,,0,1,0,,
1967,NE,27,Nebraska,0,,0,,,,
1967,NV,28,Nevada,0,,0,1,1,,
1967,NH,29,New Hampshire,0,,1,0,0,,
1967,NJ,30,New Jersey,0,,1,1,1,,
1967,NM,31,New Mexico,0,,0,1,1,,
1967,NY,32,New York,0,,0,0,1,,
1967,NC,33,North Carolina,0,,1,1,1,,
1967,ND,34,North Dakota,0,,1,0,0,,
1967,OH,35,Ohio,0,,0,0,0,,
1967,OK,36,Oklahoma,0,,0,1,1,,
1967,OR,37,Oregon,0,,0,1,0,,
1967,PA,38,Pennsylvania,0,,0,0,0,,
1967,RI,39,Rhode Island,0,,0,1,1,,
1967,SC,40,South Carolina,0,,1,1,1,,
1967,SD,41,South Dakota,0,,0,0,0,,
1967,TN,42,Tennessee,0,,1,1,1,,
1967,TX,43,Texas,0,,1,1,1,,
1967,UT,44,Utah,0,,1,0,0,,
1967,VT,45,Vermont,0,,1,0,0,,
1967,VA,46,Virginia,0,,1,1,1,,
1967,WA,47,Washington,0,,0,1,0,,
1967,WV,48,West Virginia,0,,1,1,1,,
1967,WI,49,Wisconsin,0,,0,0,0,,
1967,WY,50,Wyoming,0,,0,0,0,,
1968,AL,1,Alabama,0,,1,1,1,,
1968,AK,2,Alaska,0,,0,0,0,,
1968,AZ,3,Arizona,0,,0,0,0,,
1968,AR,4,Arkansas,0,,0,1,1,,
1968,CA,5,California,0,,0,0.5,1,,
1968,CO,6,Colorado,0,,0,0,0,,
1968,CT,7,Connecticut,0,,1,1,1,,
1968,DE,8,Delaware,0,,1,1,0,,
1968,DC,8.5,District of Columbia,,,,,,,
1968,FL,9,Florida,0,,0,1,1,,
1968,GA,10,Georgia,0,,1,1,1,,
1968,HI,11,Hawaii,0,,1,1,1,,
1968,ID,12,Idaho,0,,0,0,0,,
1968,IL,13,Illinois,0,,1,0,0,,
1968,IN,14,Indiana,0,,1,1,0,,
1968,IA,15,Iowa,0,,1,1,0,,
1968,KS,16,Kansas,0,,1,0,0,,
1968,KY,17,Kentucky,0,,0,1,1,,
1968,LA,18,Louisiana,0,,1,1,1,,
1968,ME,19,Maine,0,,1,0,0,,
1968,MD,20,Maryland,0,,0,1,1,,
1968,MA,21,Massachusetts,0,,0,1,1,,
1968,MI,22,Michigan,0,,0,0,0,,
1968,MN,23,Minnesota,0,,0,0,0,,
1968,MS,24,Mississippi,0,,1,1,1,,
1968,MO,25,Missouri,0,,1,1,1,,
1968,MT,26,Montana,0,,0,1,0,,
1968,NE,27,Nebraska,0,,0,,,,
1968,NV,28,Nevada,0,,0,1,1,,
1968,NH,29,New Hampshire,0,,1,0,0,,
1968,NJ,30,New Jersey,0,,1,0,0,,
1968,NM,31,New Mexico,0,,0,1,1,,
1968,NY,32,New York,0,,0,0,1,,
1968,NC,33,North Carolina,0,,1,1,1,,
1968,ND,34,North Dakota,0,,1,0,0,,
1968,OH,35,Ohio,0,,0,0,0,,
1968,OK,36,Oklahoma,0,,0,1,1,,
1968,OR,37,Oregon,0,,0,1,0,,
1968,PA,38,Pennsylvania,0,,0,0,0,,
1968,RI,39,Rhode Island,0,,0,1,1,,
1968,SC,40,South Carolina,0,,1,1,1,,
1968,SD,41,South Dakota,0,,0,0,0,,
1968,TN,42,Tennessee,0,,1,1,1,,
1968,TX,43,Texas,0,,1,1,1,,
1968,UT,44,Utah,0,,1,0,0,,
1968,VT,45,Vermont,0,,1,0,0,,
1968,VA,46,Virginia,0,,1,1,1,,
1968,WA,47,Washington,0,,0,1,0,,
1968,WV,48,West Virginia,0,,1,1,1,,
1968,WI,49,Wisconsin,0,,0,0,0,,
1968,WY,50,Wyoming,0,,0,0,0,,
1969,AL,1,Alabama,0,,1,1,1,,
1969,AK,2,Alaska,0,,0,0,1,,
1969,AZ,3,Arizona,0,,0,0,0,,
1969,AR,4,Arkansas,0,,0,1,1,,
1969,CA,5,California,0,,0,0,0,,
1969,CO,6,Colorado,0,,0,0,0,,
1969,CT,7,Connecticut,0,,1,1,1,,
1969,DE,8,Delaware,0,,0,0,0,,
1969,DC,8.5,District of Columbia,,,,,,,
1969,FL,9,Florida,0,,0,1,1,,
1969,GA,10,Georgia,0,,1,1,1,,
1969,HI,11,Hawaii,0,,1,1,1,,
1969,ID,12,Idaho,0,,0,0,0,,
1969,IL,13,Illinois,0,,0,0,0,,
1969,IN,14,Indiana,0,,0,0,0,,
1969,IA,15,Iowa,0,,0,0,0,,
1969,KS,16,Kansas,0,,1,0,0,,
1969,KY,17,Kentucky,0,,0,1,1,,
1969,LA,18,Louisiana,0,,1,1,1,,
1969,ME,19,Maine,0,,1,0,0,,
1969,MD,20,Maryland,0,,1,1,1,,
1969,MA,21,Massachusetts,0,,0,1,1,,
1969,MI,22,Michigan,0,,0,0,1,,
1969,MN,23,Minnesota,0,,0,0,0,,
1969,MS,24,Mississippi,0,,1,1,1,,
1969,MO,25,Missouri,0,,1,1,1,,
1969,MT,26,Montana,0,,1,1,0,,
1969,NE,27,Nebraska,0,,0,,,,
1969,NV,28,Nevada,0,,0,1,0,,
1969,NH,29,New Hampshire,0,,0,0,0,,
1969,NJ,30,New Jersey,0,,1,0,0,,
1969,NM,31,New Mexico,0,,0,1,1,,
1969,NY,32,New York,0,,0,0,0,,
1969,NC,33,North Carolina,0,,1,1,1,,
1969,ND,34,North Dakota,0,,1,0,0,,
1969,OH,35,Ohio,0,,0,0,0,,
1969,OK,36,Oklahoma,0,,0,1,1,,
1969,OR,37,Oregon,0,,0,1,0,,
1969,PA,38,Pennsylvania,0,,0,0,1,,
1969,RI,39,Rhode Island,0,,1,1,1,,
1969,SC,40,South Carolina,0,,1,1,1,,
1969,SD,41,South Dakota,0,,0,0,0,,
1969,TN,42,Tennessee,0,,1,1,0.5,,
1969,TX,43,Texas,0,,1,1,1,,
1969,UT,44,Utah,0,,1,0,0,,
1969,VT,45,Vermont,0,,0,0,0,,
1969,VA,46,Virginia,0,,1,1,1,,
1969,WA,47,Washington,0,,0,1,0,,
1969,WV,48,West Virginia,0,,0,1,1,,
1969,WI,49,Wisconsin,0,,0,0,0,,
1969,WY,50,Wyoming,0,,0,0,0,,
1970,AL,1,Alabama,0,,1,1,1,,
1970,AK,2,Alaska,0,,0,0,1,,
1970,AZ,3,Arizona,0,,0,0,0,,
1970,AR,4,Arkansas,0,,0,1,1,,
1970,CA,5,California,0,,0,0,0,,
1970,CO,6,Colorado,0,,0,0,0,,
1970,CT,7,Connecticut,0,,1,1,1,,
1970,DE,8,Delaware,0,,0,0,0,,
1970,DC,8.5,District of Columbia,,,,,,,
1970,FL,9,Florida,0,,0,1,1,,
1970,GA,10,Georgia,0,,1,1,1,,
1970,HI,11,Hawaii,0,,1,1,1,,
1970,ID,12,Idaho,0,,0,0,0,,
1970,IL,13,Illinois,0,,0,0,0,,
1970,IN,14,Indiana,0,,0,0,0,,
1970,IA,15,Iowa,0,,0,0,0,,
1970,KS,16,Kansas,0,,1,0,0,,
1970,KY,17,Kentucky,0,,0,1,1,,
1970,LA,18,Louisiana,0,,1,1,1,,
1970,ME,19,Maine,0,,1,0,0,,
1970,MD,20,Maryland,0,,1,1,1,,
1970,MA,21,Massachusetts,0,,0,1,1,,
1970,MI,22,Michigan,0,,0,0,1,,
1970,MN,23,Minnesota,0,,0,0,0,,
1970,MS,24,Mississippi,0,,1,1,1,,
1970,MO,25,Missouri,0,,1,1,1,,
1970,MT,26,Montana,0,,1,1,0,,
1970,NE,27,Nebraska,0,,0,,,,
1970,NV,28,Nevada,0,,0,1,0,,
1970,NH,29,New Hampshire,0,,0,0,0,,
1970,NJ,30,New Jersey,0,,0,0,0,,
1970,NM,31,New Mexico,0,,0,1,1,,
1970,NY,32,New York,0,,0,0,0,,
1970,NC,33,North Carolina,0,,1,1,1,,
1970,ND,34,North Dakota,0,,1,0,0,,
1970,OH,35,Ohio,0,,0,0,0,,
1970,OK,36,Oklahoma,0,,0,1,1,,
1970,OR,37,Oregon,0,,0,1,0,,
1970,PA,38,Pennsylvania,0,,0,0,1,,
1970,RI,39,Rhode Island,0,,1,1,1,,
1970,SC,40,South Carolina,0,,1,1,1,,
1970,SD,41,South Dakota,0,,0,0,0,,
1970,TN,42,Tennessee,0,,1,1,0.5,,
1970,TX,43,Texas,0,,1,1,1,,
1970,UT,44,Utah,0,,1,0,0,,
1970,VT,45,Vermont,0,,0,0,0,,
1970,VA,46,Virginia,0,,0,1,1,,
1970,WA,47,Washington,0,,0,1,0,,
1970,WV,48,West Virginia,0,,0,1,1,,
1970,WI,49,Wisconsin,0,,0,0,0,,
1970,WY,50,Wyoming,0,,0,0,0,,
1971,AL,1,Alabama,0,,1,1,1,,
1971,AK,2,Alaska,0,,1,0,1,,
1971,AZ,3,Arizona,0,,0,0,0,,
1971,AR,4,Arkansas,0,,1,1,1,,
1971,CA,5,California,0,,0,1,1,,
1971,CO,6,Colorado,0,,0,0,0,,
1971,CT,7,Connecticut,0,,0,1,1,,
1971,DE,8,Delaware,0,,0,0,0,,
1971,DC,8.5,District of Columbia,,,,,,,
1971,FL,9,Florida,0,,1,1,1,,
1971,GA,10,Georgia,0,,1,1,1,,
1971,HI,11,Hawaii,0,,1,1,1,,
1971,ID,12,Idaho,0,,1,0,0,,
1971,IL,13,Illinois,0,,0,1,0,,
1971,IN,14,Indiana,0,,0,0,0,,
1971,IA,15,Iowa,0,,0,0,0,,
1971,KS,16,Kansas,0,,1,0,0,,
1971,KY,17,Kentucky,0,,0,1,1,,
1971,LA,18,Louisiana,0,,1,1,1,,
1971,ME,19,Maine,0,,1,0,0,,
1971,MD,20,Maryland,0,,1,1,1,,
1971,MA,21,Massachusetts,0,,0,1,1,,
1971,MI,22,Michigan,0,,0,0,1,,
1971,MN,23,Minnesota,0,,1,0,0,,
1971,MS,24,Mississippi,0,,1,1,1,,
1971,MO,25,Missouri,0,,1,1,1,,
1971,MT,26,Montana,0,,1,1,0,,
1971,NE,27,Nebraska,0,,1,,,,
1971,NV,28,Nevada,0,,1,1,0,,
1971,NH,29,New Hampshire,0,,0,0,0,,
1971,NJ,30,New Jersey,0,,0,0,0,,
1971,NM,31,New Mexico,0,,1,1,1,,
1971,NY,32,New York,0,,0,0,0,,
1971,NC,33,North Carolina,0,,1,1,1,,
1971,ND,34,North Dakota,0,,1,0,0,,
1971,OH,35,Ohio,0,,1,0,0,,
1971,OK,36,Oklahoma,0,,1,1,1,,
1971,OR,37,Oregon,0,,0,1,0,,
1971,PA,38,Pennsylvania,0,,1,1,1,,
1971,RI,39,Rhode Island,0,,1,1,1,,
1971,SC,40,South Carolina,0,,1,1,1,,
1971,SD,41,South Dakota,0,,1,0,0,,
1971,TN,42,Tennessee,0,,0,1,1,,
1971,TX,43,Texas,0,,1,1,1,,
1971,UT,44,Utah,0,,1,0,1,,
1971,VT,45,Vermont,0,,0,0,0,,
1971,VA,46,Virginia,0,,0,1,1,,
1971,WA,47,Washington,0,,0,1,0,,
1971,WV,48,West Virginia,0,,0,1,1,,
1971,WI,49,Wisconsin,0,,1,0,1,,
1971,WY,50,Wyoming,0,,0,0,0,,
1972,AL,1,Alabama,0,,1,1,1,,
1972,AK,2,Alaska,0,,1,0,1,,
1972,AZ,3,Arizona,0,,0,0,0,,
1972,AR,4,Arkansas,0,,1,1,1,,
1972,CA,5,California,0,,0,1,1,,
1972,CO,6,Colorado,0,,0,0,0,,
1972,CT,7,Connecticut,0,,0,1,1,,
1972,DE,8,Delaware,0,,0,0,0,,
1972,DC,8.5,District of Columbia,,,,,,,
1972,FL,9,Florida,0,,1,1,1,,
1972,GA,10,Georgia,0,,1,1,1,,
1972,HI,11,Hawaii,0,,1,1,1,,
1972,ID,12,Idaho,0,,1,0,0,,
1972,IL,13,Illinois,0,,0,1,0,,
1972,IN,14,Indiana,0,,0,0,0,,
1972,IA,15,Iowa,0,,0,0,0,,
1972,KS,16,Kansas,0,,1,0,0,,
1972,KY,17,Kentucky,0,,1,1,1,,
1972,LA,18,Louisiana,0,,1,1,1,,
1972,ME,19,Maine,0,,1,0,0,,
1972,MD,20,Maryland,0,,1,1,1,,
1972,MA,21,Massachusetts,0,,0,1,1,,
1972,MI,22,Michigan,0,,0,0,1,,
1972,MN,23,Minnesota,0,,1,0,0,,
1972,MS,24,Mississippi,0,,1,1,1,,
1972,MO,25,Missouri,0,,1,1,1,,
1972,MT,26,Montana,0,,1,1,0,,
1972,NE,27,Nebraska,0,,1,,,,
1972,NV,28,Nevada,0,,1,1,0,,
1972,NH,29,New Hampshire,0,,0,0,0,,
1972,NJ,30,New Jersey,0,,0,0,0.5,,
1972,NM,31,New Mexico,0,,1,1,1,,
1972,NY,32,New York,0,,0,0,0,,
1972,NC,33,North Carolina,0,,1,1,1,,
1972,ND,34,North Dakota,0,,1,0,0,,
1972,OH,35,Ohio,0,,1,0,0,,
1972,OK,36,Oklahoma,0,,1,1,1,,
1972,OR,37,Oregon,0,,0,1,0,,
1972,PA,38,Pennsylvania,0,,1,1,1,,
1972,RI,39,Rhode Island,0,,1,1,1,,
1972,SC,40,South Carolina,0,,1,1,1,,
1972,SD,41,South Dakota,0,,1,0,0,,
1972,TN,42,Tennessee,0,,0,1,1,,
1972,TX,43,Texas,0,,1,1,1,,
1972,UT,44,Utah,0,,1,0,1,,
1972,VT,45,Vermont,0,,0,0,0,,
1972,VA,46,Virginia,0,,0,1,1,,
1972,WA,47,Washington,0,,0,1,0,,
1972,WV,48,West Virginia,0,,0,1,1,,
1972,WI,49,Wisconsin,0,,1,0,1,,
1972,WY,50,Wyoming,0,,0,0,0,,
1973,AL,1,Alabama,0,,1,1,1,,
1973,AK,2,Alaska,0,,1,0,0.5,,
1973,AZ,3,Arizona,0,,0,0,0,,
1973,AR,4,Arkansas,0,,1,1,1,,
1973,CA,5,California,0,,0,0.5,1,,
1973,CO,6,Colorado,0,,0,0,0,,
1973,CT,7,Connecticut,0,,0,0,0,,
1973,DE,8,Delaware,0,,1,0,0,,
1973,DC,8.5,District of Columbia,,,,,,,
1973,FL,9,Florida,0,,1,1,1,,
1973,GA,10,Georgia,0,,1,1,1,,
1973,HI,11,Hawaii,0,,1,1,1,,
1973,ID,12,Idaho,0,,1,0,0,,
1973,IL,13,Illinois,0,,1,0,0,,
1973,IN,14,Indiana,0,,0,0,0,,
1973,IA,15,Iowa,0,,0,0,0,,
1973,KS,16,Kansas,0,,1,0,0,,
1973,KY,17,Kentucky,0,,1,1,1,,
1973,LA,18,Louisiana,0,,1,1,1,,
1973,ME,19,Maine,0,,1,0,0,,
1973,MD,20,Maryland,0,,1,1,1,,
1973,MA,21,Massachusetts,0,,0,1,1,,
1973,MI,22,Michigan,0,,0,0,1,,
1973,MN,23,Minnesota,0,,1,1,1,,
1973,MS,24,Mississippi,0,,1,1,1,,
1973,MO,25,Missouri,0,,0,1,1,,
1973,MT,26,Montana,0,,1,1,1,,
1973,NE,27,Nebraska,0,,1,,,,
1973,NV,28,Nevada,0,,1,1,1,,
1973,NH,29,New Hampshire,0,,0,0,0,,
1973,NJ,30,New Jersey,0,,0,0,0.5,,
1973,NM,31,New Mexico,0,,1,1,1,,
1973,NY,32,New York,0,,0,0,0,,
1973,NC,33,North Carolina,0,,0,1,1,,
1973,ND,34,North Dakota,0,,1,0,0,,
1973,OH,35,Ohio,0,,1,0,1,,
1973,OK,36,Oklahoma,0,,1,1,1,,
1973,OR,37,Oregon,0,,0,1,1,,
1973,PA,38,Pennsylvania,0,,1,1,0,,
1973,RI,39,Rhode Island,0,,1,1,1,,
1973,SC,40,South Carolina,0,,1,1,1,,
1973,SD,41,South Dakota,0,,1,1,1,,
1973,TN,42,Tennessee,0,,0,1,1,,
1973,TX,43,Texas,0,,1,1,1,,
1973,UT,44,Utah,0,,1,0,0,,
1973,VT,45,Vermont,0,,1,0,0,,
1973,VA,46,Virginia,0,,0,1,1,,
1973,WA,47,Washington,0,,0,1,1,,
1973,WV,48,West Virginia,0,,0,1,1,,
1973,WI,49,Wisconsin,0,,1,0,1,,
1973,WY,50,Wyoming,0,,0,0,0,,
1974,AL,1,Alabama,0,,1,1,1,,
1974,AK,2,Alaska,0,,1,0,0.5,,
1974,AZ,3,Arizona,0,,0,0,0,,
1974,AR,4,Arkansas,0,,1,1,1,,
1974,CA,5,California,0,,0,0.5,1,,
1974,CO,6,Colorado,0,,0,0,0,,
1974,CT,7,Connecticut,0,,0,0,0,,
1974,DE,8,Delaware,0,,1,0,0,,
1974,DC,8.5,District of Columbia,,,,,,,
1974,FL,9,Florida,0,,1,1,1,,
1974,GA,10,Georgia,0,,1,1,1,,
1974,HI,11,Hawaii,0,,1,1,1,,
1974,ID,12,Idaho,0,,1,0,0,,
1974,IL,13,Illinois,0,,1,0,0,,
1974,IN,14,Indiana,0,,0,0,0,,
1974,IA,15,Iowa,0,,0,0,0,,
1974,KS,16,Kansas,0,,1,0,0,,
1974,KY,17,Kentucky,0,,1,1,1,,
1974,LA,18,Louisiana,0,,1,1,1,,
1974,ME,19,Maine,0,,1,0,0,,
1974,MD,20,Maryland,0,,1,1,1,,
1974,MA,21,Massachusetts,0,,0,1,1,,
1974,MI,22,Michigan,0,,0,0,1,,
1974,MN,23,Minnesota,0,,1,1,1,,
1974,MS,24,Mississippi,0,,1,1,1,,
1974,MO,25,Missouri,0,,0,1,1,,
1974,MT,26,Montana,0,,1,1,1,,
1974,NE,27,Nebraska,0,,1,,,,
1974,NV,28,Nevada,0,,1,1,1,,
1974,NH,29,New Hampshire,0,,0,0,0,,
1974,NJ,30,New Jersey,0,,1,1,1,,
1974,NM,31,New Mexico,0,,1,1,1,,
1974,NY,32,New York,0,,0,0,0,,
1974,NC,33,North Carolina,0,,0,1,1,,
1974,ND,34,North Dakota,0,,1,0,0,,
1974,OH,35,Ohio,0,,1,0,1,,
1974,OK,36,Oklahoma,0,,1,1,1,,
1974,OR,37,Oregon,0,,0,1,1,,
1974,PA,38,Pennsylvania,0,,1,1,0,,
1974,RI,39,Rhode Island,0,,1,1,1,,
1974,SC,40,South Carolina,0,,1,1,1,,
1974,SD,41,South Dakota,0,,1,1,1,,
1974,TN,42,Tennessee,0,,0,1,1,,
1974,TX,43,Texas,0,,1,1,1,,
1974,UT,44,Utah,0,,1,0,0,,
1974,VT,45,Vermont,0,,1,0,0,,
1974,VA,46,Virginia,0,,0,1,1,,
