year,st,stateno,state,banfaninc,healthspendpc,govparty_a,sen_cont_alt,hs_cont_alt,hou_chamber,sen_chamber
1922,AZ,3,Arizona,0,,,,,,
1922,AR,4,Arkansas,0,,,,,,
1922,CA,5,California,0,,,,,,
1922,CO,6,Colorado,0,,,,,,
1922,CT,7,Connecticut,0,,,,,,
1922,DE,8,Delaware,0,,,,,,
1922,DC,8.5,District of Columbia,,,,,,,
1922,FL,9,Florida,0,,,,,,
1922,GA,10,Georgia,0,,,,,,
1922,HI,11,Hawaii,0,,,,,,
1922,ID,12,Idaho,0,,,,,,
1922,IL,13,Illinois,0,,,,,,
1922,IN,14,Indiana,0,,,,,,
1922,IA,15,Iowa,0,,,,,,
1922,KS,16,Kansas,0,,,,,,
1922,KY,17,Kentucky,0,,,,,,
1922,LA,18,Louisiana,0,,,,,,
1922,ME,19,Maine,0,,,,,,
1922,MD,20,Maryland,0,,,,,,
1922,MA,21,Massachusetts,0,,,,,,
1922,MI,22,Michigan,0,,,,,,
1922,MN,23,Minnesota,0,,,,,,
1922,MS,24,Mississippi,0,,,,,,
1922,MO,25,Missouri,0,,,,,,
1922,MT,26,Montana,0,,,,,,
1922,NE,27,Nebraska,0,,,,,,
1922,NV,28,Nevada,0,,,,,,
1922,NH,29,New Hampshire,0,,,,,,
1922,NJ,30,New Jersey,0,,,,,,
1922,NM,31,New Mexico,0,,,,,,
1922,NY,32,New York,0,,,,,,
1922,NC,33,North Carolina,0,,,,,,
1922,ND,34,North Dakota,0,,,,,,
1922,OH,35,Ohio,0,,,,,,
1922,OK,36,Oklahoma,0,,,,,,
1922,OR,37,Oregon,0,,,,,,
1922,PA,38,Pennsylvania,0,,,,,,
1922,RI,39,Rhode Island,0,,,,,,
1922,SC,40,South Carolina,0,,,,,,
1922,SD,41,South Dakota,0,,,,,,
1922,TN,42,Tennessee,0,,,,,,
1922,TX,43,Texas,0,,,,,,
1922,UT,44,Utah,0,,,,,,
1922,VT,45,Vermont,0,,,,,,
1922,VA,46,Virginia,0,,,,,,
1922,WA,47,Washington,0,,,,,,
1922,WV,48,West Virginia,0,,,,,,
1922,WI,49,Wisconsin,0,,,,,,
1922,WY,50,Wyoming,0,,,,,,
1923,AL,1,Alabama,0,,,,,,
1923,AK,2,Alaska,0,,,,,,
1923,AZ,3,Arizona,0,,,,,,
1923,AR,4,Arkansas,0,,,,,,
1923,CA,5,California,0,,,,,,
1923,CO,6,Colorado,0,,,,,,
1923,CT,7,Connecticut,0,,,,,,
1923,DE,8,Delaware,0,,,,,,
1923,DC,8.5,District of Columbia,,,,,,,
1923,FL,9,Florida,0,,,,,,
1923,GA,10,Georgia,0,,,,,,
1923,HI,11,Hawaii,0,,,,,,
1923,ID,12,Idaho,0,,,,,,
1923,IL,13,Illinois,0,,,,,,
1923,IN,14,Indiana,0,,,,,,
1923,IA,15,Iowa,0,,,,,,
1923,KS,16,Kansas,0,,,,,,
1923,KY,17,Kentucky,0,,,,,,
1923,LA,18,Louisiana,0,,,,,,
1923,ME,19,Maine,0,,,,,,
1923,MD,20,Maryland,0,,,,,,
1923,MA,21,Massachusetts,0,,,,,,
1923,MI,22,Michigan,0,,,,,,
1923,MN,23,Minnesota,0,,,,,,
1923,MS,24,Mississippi,0,,,,,,
1923,MO,25,Missouri,0,,,,,,
1923,MT,26,Montana,0,,,,,,
1923,NE,27,Nebraska,0,,,,,,
1923,NV,28,Nevada,0,,,,,,
1923,NH,29,New Hampshire,0,,,,,,
1923,NJ,30,New Jersey,0,,,,,,
1923,NM,31,New Mexico,0,,,,,,
1923,NY,32,New York,0,,,,,,
1923,NC,33,North Carolina,0,,,,,,
1923,ND,34,North Dakota,0,,,,,,
1923,OH,35,Ohio,0,,,,,,
1923,OK,36,Oklahoma,0,,,,,,
1923,OR,37,Oregon,0,,,,,,
1923,PA,38,Pennsylvania,0,,,,,,
1923,RI,39,Rhode Island,0,,,,,,
1923,SC,40,South Carolina,0,,,,,,
1923,SD,41,South Dakota,0,,,,,,
1923,TN,42,Tennessee,0,,,,,,
1923,TX,43,Texas,0,,,,,,
1923,UT,44,Utah,0,,,,,,
1923,VT,45,Vermont,0,,,,,,
1923,VA,46,Virginia,0,,,,,,
1923,WA,47,Washington,0,,,,,,
1923,WV,48,West Virginia,0,,,,,,
1923,WI,49,Wisconsin,0,,,,,,
1923,WY,50,Wyoming,0,,,,,,
1924,AL,1,Alabama,0,,,,,,
1924,AK,2,Alaska,0,,,,,,
1924,AZ,3,Arizona,0,,,,,,
1924,AR,4,Arkansas,0,,,,,,
1924,CA,5,California,0,,,,,,
1924,CO,6,Colorado,0,,,,,,
1924,CT,7,Connecticut,0,,,,,,
1924,DE,8,Delaware,0,,,,,,
1924,DC,8.5,District of Columbia,,,,,,,
1924,FL,9,Florida,0,,,,,,
1924,GA,10,Georgia,0,,,,,,
1924,HI,11,Hawaii,0,,,,,,
1924,ID,12,Idaho,0,,,,,,
1924,IL,13,Illinois,0,,,,,,
1924,IN,14,Indiana,0,,,,,,
1924,IA,15,Iowa,0,,,,,,
1924,KS,16,Kansas,0,,,,,,
1924,KY,17,Kentucky,0,,,,,,
1924,LA,18,Louisiana,0,,,,,,
1924,ME,19,Maine,0,,,,,,
1924,MD,20,Maryland,0,,,,,,
1924,MA,21,Massachusetts,0,,,,,,
1924,MI,22,Michigan,0,,,,,,
1924,MN,23,Minnesota,0,,,,,,
1924,MS,24,Mississippi,0,,,,,,
1924,MO,25,Missouri,0,,,,,,
1924,MT,26,Montana,0,,,,,,
1924,NE,27,Nebraska,0,,,,,,
1924,NV,28,Nevada,0,,,,,,
1924,NH,29,New Hampshire,0,,,,,,
1924,NJ,30,New Jersey,0,,,,,,
1924,NM,31,New Mexico,0,,,,,,
1924,NY,32,New York,0,,,,,,
1924,NC,33,North Carolina,0,,,,,,
1924,ND,34,North Dakota,0,,,,,,
1924,OH,35,Ohio,0,,,,,,
1924,OK,36,Oklahoma,0,,,,,,
1924,OR,37,Oregon,0,,,,,,
1924,PA,38,Pennsylvania,0,,,,,,
1924,RI,39,Rhode Island,0,,,,,,
1924,SC,40,South Carolina,0,,,,,,
1924,SD,41,South Dakota,0,,,,,,
1924,TN,42,Tennessee,0,,,,,,
1924,TX,43,Texas,0,,,,,,
1924,UT,44,Utah,0,,,,,,
1924,VT,45,Vermont,0,,,,,,
1924,VA,46,Virginia,0,,,,,,
1924,WA,47,Washington,0,,,,,,
1924,WV,48,West Virginia,0,,,,,,
1924,WI,49,Wisconsin,0,,,,,,
1924,WY,50,Wyoming,0,,,,,,
1925,AL,1,Alabama,0,,,,,,
1925,AK,2,Alaska,0,,,,,,
1925,AZ,3,Arizona,0,,,,,,
1925,AR,4,Arkansas,0,,,,,,
1925,CA,5,California,0,,,,,,
1925,CO,6,Colorado,0,,,,,,
1925,CT,7,Connecticut,0,,,,,,
1925,DE,8,Delaware,0,,,,,,
1925,DC,8.5,District of Columbia,,,,,,,
1925,FL,9,Florida,0,,,,,,
1925,GA,10,Georgia,0,,,,,,
1925,HI,11,Hawaii,0,,,,,,
1925,ID,12,Idaho,0,,,,,,
1925,IL,13,Illinois,0,,,,,,
1925,IN,14,Indiana,0,,,,,,
1925,IA,15,Iowa,0,,,,,,
1925,KS,16,Kansas,0,,,,,,
1925,KY,17,Kentucky,0,,,,,,
1925,LA,18,Louisiana,0,,,,,,
1925,ME,19,Maine,0,,,,,,
1925,MD,20,Maryland,0,,,,,,
1925,MA,21,Massachusetts,0,,,,,,
1925,MI,22,Michigan,0,,,,,,
1925,MN,23,Minnesota,0,,,,,,
1925,MS,24,Mississippi,0,,,,,,
1925,MO,25,Missouri,0,,,,,,
1925,MT,26,Montana,0,,,,,,
1925,NE,27,Nebraska,0,,,,,,
1925,NV,28,Nevada,0,,,,,,
1925,NH,29,New Hampshire,0,,,,,,
1925,NJ,30,New Jersey,0,,,,,,
1925,NM,31,New Mexico,0,,,,,,
1925,NY,32,New York,0,,,,,,
1925,NC,33,North Carolina,0,,,,,,
1925,ND,34,North Dakota,0,,,,,,
1925,OH,35,Ohio,0,,,,,,
1925,OK,36,Oklahoma,0,,,,,,
1925,OR,37,Oregon,0,,,,,,
1925,PA,38,Pennsylvania,0,,,,,,
1925,RI,39,Rhode Island,0,,,,,,
1925,SC,40,South Carolina,0,,,,,,
1925,SD,41,South Dakota,0,,,,,,
1925,TN,42,Tennessee,0,,,,,,
1925,TX,43,Texas,0,,,,,,
1925,UT,44,Utah,0,,,,,,
1925,VT,45,Vermont,0,,,,,,
1925,VA,46,Virginia,0,,,,,,
1925,WA,47,Washington,0,,,,,,
1925,WV,48,West Virginia,0,,,,,,
1925,WI,49,Wisconsin,0,,,,,,
1925,WY,50,Wyoming,0,,,,,,
1926,AL,1,Alabama,0,,,,,,
1926,AK,2,Alaska,0,,,,,,
1926,AZ,3,Arizona,0,,,,,,
1926,AR,4,Arkansas,0,,,,,,
1926,CA,5,California,0,,,,,,
1926,CO,6,Colorado,0,,,,,,
1926,CT,7,Connecticut,0,,,,,,
1926,DE,8,Delaware,0,,,,,,
1926,DC,8.5,District of Columbia,,,,,,,
1926,FL,9,Florida,0,,,,,,
1926,GA,10,Georgia,0,,,,,,
1926,HI,11,Hawaii,0,,,,,,
1926,ID,12,Idaho,0,,,,,,
1926,IL,13,Illinois,0,,,,,,
1926,IN,14,Indiana,0,,,,,,
1926,IA,15,Iowa,0,,,,,,
1926,KS,16,Kansas,0,,,,,,
1926,KY,17,Kentucky,0,,,,,,
1926,LA,18,Louisiana,0,,,,,,
1926,ME,19,Maine,0,,,,,,
1926,MD,20,Maryland,0,,,,,,
1926,MA,21,Massachusetts,0,,,,,,
1926,MI,22,Michigan,0,,,,,,
1926,MN,23,Minnesota,0,,,,,,
1926,MS,24,Mississippi,0,,,,,,
1926,MO,25,Missouri,0,,,,,,
1926,MT,26,Montana,0,,,,,,
1926,NE,27,Nebraska,0,,,,,,
1926,NV,28,Nevada,0,,,,,,
1926,NH,29,New Hampshire,0,,,,,,
1926,NJ,30,New Jersey,0,,,,,,
1926,NM,31,New Mexico,0,,,,,,
1926,NY,32,New York,0,,,,,,
1926,NC,33,North Carolina,0,,,,,,
1926,ND,34,North Dakota,0,,,,,,
1926,OH,35,Ohio,0,,,,,,
1926,OK,36,Oklahoma,0,,,,,,
1926,OR,37,Oregon,0,,,,,,
1926,PA,38,Pennsylvania,0,,,,,,
1926,RI,39,Rhode Island,0,,,,,,
1926,SC,40,South Carolina,0,,,,,,
1926,SD,41,South Dakota,0,,,,,,
1926,TN,42,Tennessee,0,,,,,,
1926,TX,43,Texas,0,,,,,,
1926,UT,44,Utah,0,,,,,,
1926,VT,45,Vermont,0,,,,,,
1926,VA,46,Virginia,0,,,,,,
1926,WA,47,Washington,0,,,,,,
1926,WV,48,West Virginia,0,,,,,,
1926,WI,49,Wisconsin,0,,,,,,
1926,WY,50,Wyoming,0,,,,,,
1927,AL,1,Alabama,0,,,,,,
1927,AK,2,Alaska,0,,,,,,
1927,AZ,3,Arizona,0,,,,,,
1927,AR,4,Arkansas,0,,,,,,
1927,CA,5,California,0,,,,,,
1927,CO,6,Colorado,0,,,,,,
1927,CT,7,Connecticut,0,,,,,,
1927,DE,8,Delaware,0,,,,,,
1927,DC,8.5,District of Columbia,,,,,,,
1927,FL,9,Florida,0,,,,,,
1927,GA,10,Georgia,0,,,,,,
1927,HI,11,Hawaii,0,,,,,,
1927,ID,12,Idaho,0,,,,,,
1927,IL,13,Illinois,0,,,,,,
1927,IN,14,Indiana,0,,,,,,
1927,IA,15,Iowa,0,,,,,,
1927,KS,16,Kansas,0,,,,,,
1927,KY,17,Kentucky,0,,,,,,
1927,LA,18,Louisiana,0,,,,,,
1927,ME,19,Maine,0,,,,,,
1927,MD,20,Maryland,0,,,,,,
1927,MA,21,Massachusetts,0,,,,,,
1927,MI,22,Michigan,0,,,,,,
1927,MN,23,Minnesota,0,,,,,,
1927,MS,24,Mississippi,0,,,,,,
1927,MO,25,Missouri,0,,,,,,
1927,MT,26,Montana,0,,,,,,
1927,NE,27,Nebraska,0,,,,,,
1927,NV,28,Nevada,0,,,,,,
1927,NH,29,New Hampshire,0,,,,,,
1927,NJ,30,New Jersey,0,,,,,,
1927,NM,31,New Mexico,0,,,,,,
1927,NY,32,New York,0,,,,,,
1927,NC,33,North Carolina,0,,,,,,
1927,ND,34,North Dakota,0,,,,,,
1927,OH,35,Ohio,0,,,,,,
1927,OK,36,Oklahoma,0,,,,,,
1927,OR,37,Oregon,0,,,,,,
1927,PA,38,Pennsylvania,0,,,,,,
1927,RI,39,Rhode Island,0,,,,,,
1927,SC,40,South Carolina,0,,,,,,
1927,SD,41,South Dakota,0,,,,,,
1927,TN,42,Tennessee,0,,,,,,
1927,TX,43,Texas,0,,,,,,
1927,UT,44,Utah,0,,,,,,
1927,VT,45,Vermont,0,,,,,,
1927,VA,46,Virginia,0,,,,,,
1927,WA,47,Washington,0,,,,,,
1927,WV,48,West Virginia,0,,,,,,
1927,WI,49,Wisconsin,0,,,,,,
1927,WY,50,Wyoming,0,,,,,,
1928,AL,1,Alabama,0,,,,,,
1928,AK,2,Alaska,0,,,,,,
1928,AZ,3,Arizona,0,,,,,,
1928,AR,4,Arkansas,0,,,,,,
1928,CA,5,California,0,,,,,,
1928,CO,6,Colorado,0,,,,,,
1928,CT,7,Connecticut,0,,,,,,
1928,DE,8,Delaware,0,,,,,,
1928,DC,8.5,District of Columbia,,,,,,,
1928,FL,9,Florida,0,,,,,,
1928,GA,10,Georgia,0,,,,,,
1928,HI,11,Hawaii,0,,,,,,
1928,ID,12,Idaho,0,,,,,,
1928,IL,13,Illinois,0,,,,,,
1928,IN,14,Indiana,0,,,,,,
1928,IA,15,Iowa,0,,,,,,
1928,KS,16,Kansas,0,,,,,,
1928,KY,17,Kentucky,0,,,,,,
1928,LA,18,Louisiana,0,,,,,,
1928,ME,19,Maine,0,,,,,,
1928,MD,20,Maryland,0,,,,,,
1928,MA,21,Massachusetts,0,,,,,,
1928,MI,22,Michigan,0,,,,,,
1928,MN,23,Minnesota,0,,,,,,
1928,MS,24,Mississippi,0,,,,,,
1928,MO,25,Missouri,0,,,,,,
1928,MT,26,Montana,0,,,,,,
1928,NE,27,Nebraska,0,,,,,,
1928,NV,28,Nevada,0,,,,,,
1928,NH,29,New Hampshire,0,,,,,,
1928,NJ,30,New Jersey,0,,,,,,
1928,NM,31,New Mexico,0,,,,,,
1928,NY,32,New York,0,,,,,,
1928,NC,33,North Carolina,0,,,,,,
1928,ND,34,North Dakota,0,,,,,,
1928,OH,35,Ohio,0,,,,,,
1928,OK,36,Oklahoma,0,,,,,,
1928,OR,37,Oregon,0,,,,,,
1928,PA,38,Pennsylvania,0,,,,,,
1928,RI,39,Rhode Island,0,,,,,,
1928,SC,40,South Carolina,0,,,,,,
1928,SD,41,South Dakota,0,,,,,,
1928,TN,42,Tennessee,0,,,,,,
1928,TX,43,Texas,0,,,,,,
1928,UT,44,Utah,0,,,,,,
1928,VT,45,Vermont,0,,,,,,
1928,VA,46,Virginia,0,,,,,,
1928,WA,47,Washington,0,,,,,,
1928,WV,48,West Virginia,0,,,,,,
1928,WI,49,Wisconsin,0,,,,,,
1928,WY,50,Wyoming,0,,,,,,
1929,AL,1,Alabama,0,,,,,,
1929,AK,2,Alaska,0,,,,,,
1929,AZ,3,Arizona,0,,,,,,
1929,AR,4,Arkansas,0,,,,,,
1929,CA,5,California,0,,,,,,
1929,CO,6,Colorado,0,,,,,,
1929,CT,7,Connecticut,0,,,,,,
1929,DE,8,Delaware,0,,,,,,
1929,DC,8.5,District of Columbia,,,,,,,
1929,FL,9,Florida,0,,,,,,
1929,GA,10,Georgia,0,,,,,,
1929,HI,11,Hawaii,0,,,,,,
1929,ID,12,Idaho,0,,,,,,
1929,IL,13,Illinois,0,,,,,,
1929,IN,14,Indiana,0,,,,,,
1929,IA,15,Iowa,0,,,,,,
1929,KS,16,Kansas,0,,,,,,
1929,KY,17,Kentucky,0,,,,,,
1929,LA,18,Louisiana,0,,,,,,
1929,ME,19,Maine,0,,,,,,
1929,MD,20,Maryland,0,,,,,,
1929,MA,21,Massachusetts,0,,,,,,
1929,MI,22,Michigan,0,,,,,,
1929,MN,23,Minnesota,0,,,,,,
1929,MS,24,Mississippi,0,,,,,,
1929,MO,25,Missouri,0,,,,,,
1929,MT,26,Montana,0,,,,,,
1929,NE,27,Nebraska,0,,,,,,
1929,NV,28,Nevada,0,,,,,,
1929,NH,29,New Hampshire,0,,,,,,
1929,NJ,30,New Jersey,0,,,,,,
1929,NM,31,New Mexico,0,,,,,,
1929,NY,32,New York,0,,,,,,
1929,NC,33,North Carolina,0,,,,,,
1929,ND,34,North Dakota,0,,,,,,
1929,OH,35,Ohio,0,,,,,,
1929,OK,36,Oklahoma,0,,,,,,
1929,OR,37,Oregon,0,,,,,,
1929,PA,38,Pennsylvania,0,,,,,,
1929,RI,39,Rhode Island,0,,,,,,
1929,SC,40,South Carolina,0,,,,,,
1929,SD,41,South Dakota,0,,,,,,
1929,TN,42,Tennessee,0,,,,,,
1929,TX,43,Texas,0,,,,,,
1929,UT,44,Utah,0,,,,,,
1929,VT,45,Vermont,0,,,,,,
1929,VA,46,Virginia,0,,,,,,
1929,WA,47,Washington,0,,,,,,
1929,WV,48,West Virginia,0,,,,,,
1929,WI,49,Wisconsin,0,,,,,,
1929,WY,50,Wyoming,0,,,,,,
1930,AL,1,Alabama,0,,,,,,
1930,AK,2,Alaska,0,,,,,,
1930,AZ,3,Arizona,0,,,,,,
1930,AR,4,Arkansas,0,,,,,,
1930,CA,5,California,0,,,,,,
1930,CO,6,Colorado,0,,,,,,
1930,CT,7,Connecticut,0,,,,,,
1930,DE,8,Delaware,0,,,,,,
1930,DC,8.5,District of Columbia,,,,,,,
1930,FL,9,Florida,0,,,,,,
1930,GA,10,Georgia,0,,,,,,
1930,HI,11,Hawaii,0,,,,,,
1930,ID,12,Idaho,0,,,,,,
1930,IL,13,Illinois,0,,,,,,
1930,IN,14,Indiana,0,,,,,,
